"X1","X2","Y"
26.2629542848808,9.37354618925767,1
24.6737666392943,10.1836433242221,1
26.3297992629225,9.16437138758995,1
26.2724293214294,11.5952808021378,1
25.4146414344564,10.3295077718154,1
23.4600499580963,9.17953161588198,1
24.0714329652865,10.4874290524285,1
24.7052795532094,10.7383247051292,1
24.9942328272525,10.5757813516535,1
27.404653388858,9.69461161284364,1
25.7635934611405,11.5117811684508,1
24.2009907510106,10.3898432364114,1
23.8523429907636,9.3787594194582,1
24.7105384263118,7.7853001128225,1
24.7007848821027,11.1249309181431,1
24.5884891672049,9.95506639098477,1
25.2522234481561,9.98380973690105,1
24.1080788727154,10.9438362106853,1
25.4356832993557,10.8212211950981,1
23.76246157807,10.5939013212175,1
24.7757321147217,10.9189773716082,1
25.3773956459817,10.7821363007311,1
25.1333363608148,10.0745649833652,1
25.8041895097449,8.01064830413663,1
24.9428932256162,10.6198257478947,1
25.5036079722337,9.943871260471,1
26.0857693621457,9.84420449329467,1
24.3090461603032,8.52924761610073,1
23.7154006461278,9.52184994489138,1
25.0467261721884,10.4179415601997,1
24.7642934435605,11.358679551529,1
24.4571117449897,9.897212272657,1
24.5666896825432,10.3876716115594,1
24.3505283532038,9.9461949594171,1
25.7267507473855,8.62294044317139,1
26.1519117540872,9.58500543670032,1
25.9921603654458,9.60571004628965,1
24.5704868905081,9.94068660328881,1
26.2383041008534,11.1000253719839,1
24.7206537181457,10.7631757484575,1
26.7579030898107,9.83547640374641,1
25.5607460908881,9.74663831986349,1
24.5472160274468,10.6969633754047,1
24.1679567038822,10.5566631986737,1
23.8334294529153,9.31124430545048,1
23.9344094196117,9.29250484303788,1
23.436217948929,10.3645819621368,1
26.1565369971502,10.7685329245154,1
25.8320471285724,9.88765378784977,1
24.7726713085752,10.8811077264542,1
32.3092563601251,9.03806658408012,2
35.5545475539402,9.70747427712153,2
39.7635359936265,10.2587882162413,2
31.6088729772611,8.84786811408487,2
34.759244730347,10.1957828262864,2
35.3972608531433,10.0301239446016,2
37.1238641878152,10.0854177316123,2
34.2809059274845,11.1166102127153,2
40.9534218099588,8.78114258442201,2
34.583638963641,11.2673687220899,2
36.2529522523777,9.25521840386486,2
37.945258332391,8.86878142916426,2
33.8219139334886,9.28364150996702,2
31.8809930691533,10.2526523696462,2
40.3466868809257,10.1520457066556,2
28.0667927461845,9.69234357032158,2
37.6358137427638,9.04698266909188,2
35.1074201540457,9.35175718855153,2
38.0384860763812,11.2243136242806,2
36.2967954636188,10.199811607983,2
41.2724576157474,9.42151627814003,2
31.4002225410684,9.05769926652246,2
39.7689146008702,9.796271820338,2
40.8639549266698,8.33352515996984,2
35.0148133304844,9.51554489084901,2
27.6448808364616,9.2589273392784,2
36.4317119078408,11.1606157792413,2
33.2103254941058,11.0120671249342,2
37.3766098108989,9.92792152591344,2
35.868910130532,8.86321770190068,2
37.2168158112864,10.9006247289827,2
35.9568812032929,10.8517704470922,2
38.228493061436,10.7277151741545,2
34.1475268385353,10.7365021456886,2
32.6699741780607,9.64787038305431,2
33.2130185039247,10.7055155134855,2
29.8220606625619,11.3003579887321,2
32.2922465607089,10.0382520141443,2
33.3228142552986,9.02071623000372,2
34.2604622979995,10.7937612308725,2
33.8492413147057,10.7865068720094,2
29.1226904744986,9.6895368690407,2
32.4748848195932,11.6988848455591,2
40.7106424020429,9.20540629145072,2
36.8674817903622,10.34843771618,2
40.9727613067409,7.73459892648222,2
34.0835488254756,9.83779472097175,2
34.7274672943977,11.1308649914589,2
34.4475156453462,9.54445402373954,2
31.4036967040778,9.10083368446113,2
31.0837743143179,12.5795722596069,3
27.2875371386829,13.6921796717393,3
34.4557232253616,12.3722540686862,3
32.9799028859374,13.0350713832137,3
38.1780900055649,13.8557204363512,3
33.4463772095986,12.6985460092727,3
23.5937668494942,12.7639168074165,3
28.9342774036082,12.6823143437379,3
39.4826993595464,12.8571131825669,3
38.8843160684136,13.069054112402,3
32.8330224909016,13.6138151719267,3
30.0785972700229,12.5991102726736,3
31.9152866925858,12.4598036999863,3
29.7743144204335,12.9212328219466,3
30.171759536985,12.464119980061,3
30.8451338710915,12.9305069297251,3
35.8251341951384,12.7013434526435,3
29.7789800137396,11.9080166199542,3
29.4981577870705,13.1204086279683,3
28.582777155632,12.8703222966329,3
37.7040749043549,13.4502559726666,3
30.8258450985496,13.4709346969339,3
36.5381118012728,13.7339809517099,3
36.4412843896079,13.353380544779,3
32.9644847032401,13.4095044651311,3
28.5852815783887,12.8532590756488,3
36.2794201279993,13.709294536243,3
34.5491957561431,13.7493869137032,3
25.3598594746283,12.6714589527572,3
36.2009041900157,12.573602279999,3
30.7673208977731,13.1579575191807,3
35.2596628949481,13.5548470838294,3
26.2289439359124,14.107730285839,3
22.5890544017438,13.6085518194787,3
34.3056593624886,13.7396108933191,3
27.977400846215,13.4757869162089,3
28.8629729136319,12.4952336770187,3
34.6704808543125,11.999763630681,3
27.6705206010452,12.118907063774,3
26.8122825071489,12.9286959370225,3
36.7185431309969,13.7750301847416,3
30.9076769229897,12.5987884091426,3
36.4625616820857,12.9627105400587,3
21.559757120676,13.9478339773612,3
25.8950321118452,12.7717155295398,3
25.6892692795012,13.2811116813215,3
30.4942184456898,12.5564957442443,3
28.1217242790082,12.7698777119024,3
33.6195207764213,12.6378357569663,3
21.0130899071373,12.9653944220829,3
